[2025-04-11T23:43:26.053+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-11T23:43:26.063+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.068+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.069+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-04-12T00:08:20.794+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/chicago-united-states/lincoln-park-zoo-west-entrance
[2025-04-12T00:08:25.290+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/chicago-united-states/snack-naturally
[2025-04-12T00:08:29.424+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/chicago-united-states/continuing-studies
[2025-04-12T00:08:33.573+0000] {things_to_do.py:79} INFO - 📍 Scraping city: San Francisco United States
[2025-04-12T00:08:33.574+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 1: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=1
[2025-04-12T00:08:38.349+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:08:38.350+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/muir-woods-national-monument
[2025-04-12T00:08:45.296+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/alcatraz-island
[2025-04-12T00:08:49.938+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/pier-39
[2025-04-12T00:08:54.214+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/california-academy-of-sciences
[2025-04-12T00:08:59.272+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/marin-headlands
[2025-04-12T00:09:04.447+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/fishermans-wharf
[2025-04-12T00:09:09.033+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/ghirardelli-square
[2025-04-12T00:09:16.177+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/at-and-t-park
[2025-04-12T00:09:21.782+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/north-beach
[2025-04-12T00:09:25.840+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/lands-end
[2025-04-12T00:09:29.956+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/the-walt-disney-family-museum
[2025-04-12T00:09:35.229+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-cable-car-museum
[2025-04-12T00:09:39.531+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/asian-art-museum-of-san-francisco
[2025-04-12T00:09:44.035+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/musee-mecanique
[2025-04-12T00:09:48.347+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/cliff-house
[2025-04-12T00:09:54.074+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 2: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=2
[2025-04-12T00:09:59.808+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:09:59.808+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/washington-square
[2025-04-12T00:10:05.309+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/coit-tower
[2025-04-12T00:10:15.195+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/fort-point-national-historic-site
[2025-04-12T00:10:20.024+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/grace-cathedral
[2025-04-12T00:10:24.625+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/bay-bridge
[2025-04-12T00:10:29.172+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/exploratorium
[2025-04-12T00:10:33.438+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-maritime-national-historical-park
[2025-04-12T00:10:39.045+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/city-hall
[2025-04-12T00:10:44.743+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/de-young-museum
[2025-04-12T00:10:48.962+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/embarcadero-center
[2025-04-12T00:10:54.354+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/transamerica-pyramid
[2025-04-12T00:10:58.432+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/japanese-tea-garden
[2025-04-12T00:11:02.858+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/ocean-beach
[2025-04-12T00:11:07.476+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/palace-of-fine-arts
[2025-04-12T00:11:14.091+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/haight-ashbury
[2025-04-12T00:11:18.778+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 3: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=3
[2025-04-12T00:11:24.613+0000] {things_to_do.py:86} INFO - 📄 Found 13 attraction links
[2025-04-12T00:11:24.614+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/13: https://www.triphobo.com/places/san-francisco-united-states/sutro-baths-ruins
[2025-04-12T00:11:30.097+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/13: https://www.triphobo.com/places/san-francisco-united-states/ripley-s-believe-it-or-not
[2025-04-12T00:11:36.051+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/13: https://www.triphobo.com/places/san-francisco-united-states/aquarium-of-the-bay
[2025-04-12T00:11:41.304+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/13: https://www.triphobo.com/places/san-francisco-united-states/alamo-square
[2025-04-12T00:11:45.738+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/13: https://www.triphobo.com/places/san-francisco-united-states/union-square
[2025-04-12T00:11:50.897+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/13: https://www.triphobo.com/places/san-francisco-united-states/hollywood-cafe
[2025-04-12T00:11:54.992+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/13: https://www.triphobo.com/places/san-francisco-united-states/elbo-room
[2025-04-12T00:11:59.155+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/13: https://www.triphobo.com/places/san-francisco-united-states/asiasf
[2025-04-12T00:12:03.481+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/13: https://www.triphobo.com/places/san-francisco-united-states/butter
[2025-04-12T00:12:08.639+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/13: https://www.triphobo.com/places/san-francisco-united-states/crissy-field
[2025-04-12T00:12:12.732+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/13: https://www.triphobo.com/places/san-francisco-united-states/mission-dolores
[2025-04-12T00:12:17.038+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/13: https://www.triphobo.com/places/san-francisco-united-states/hyde-street-pier
[2025-04-12T00:12:22.883+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/13: https://www.triphobo.com/places/san-francisco-united-states/555-california-street
[2025-04-12T00:12:26.851+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 4: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=4
[2025-04-12T00:12:32.936+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:12:32.937+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/randall-museum
[2025-04-12T00:12:37.188+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/california-palace-of-the-legion-of-honor
[2025-04-12T00:12:42.497+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/beach-blanket-babylon
[2025-04-12T00:12:46.890+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-zoo
[2025-04-12T00:12:51.338+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-public-library-main
[2025-04-12T00:12:55.668+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/marrakech-magic-theatre
[2025-04-12T00:13:00.785+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/city-lights-booksellers-and-publishers
[2025-04-12T00:13:05.753+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/boudin-at-the-wharf
[2025-04-12T00:13:10.283+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-botanical-garden
[2025-04-12T00:13:14.619+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/powell-and-market-cable-car-turnaround
[2025-04-12T00:13:20.127+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/filbert-steps-and-grace-marchant-gardens
[2025-04-12T00:13:24.793+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/s-s-jeremiah-o-brien
[2025-04-12T00:13:30.157+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/the-san-francisco-dungeon
[2025-04-12T00:13:34.138+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/japan-town
[2025-04-12T00:13:39.379+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/golden-gate-promenade
[2025-04-12T00:13:44.575+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 5: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=5
[2025-04-12T00:13:49.816+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:13:49.818+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/caffe-trieste
[2025-04-12T00:13:54.025+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/nob-hill
[2025-04-12T00:13:58.602+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/conservatory-of-flowers
[2025-04-12T00:14:02.762+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/biscuits-and-blues
[2025-04-12T00:14:08.074+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/smuggler-s-cove
[2025-04-12T00:14:12.290+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/vesuvio
[2025-04-12T00:14:16.603+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/the-saloon
[2025-04-12T00:14:20.778+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/ferry-building
[2025-04-12T00:14:25.297+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/ferry-plaza-farmers-market
[2025-04-12T00:14:29.380+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/telegraph-hill
[2025-04-12T00:14:33.866+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/civic-center
[2025-04-12T00:14:39.515+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/yerba-buena-gardens
[2025-04-12T00:14:43.613+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/treasure-island
[2025-04-12T00:14:47.903+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/little-italy
[2025-04-12T00:14:53.302+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/wells-fargo-history-museum
[2025-04-12T00:14:58.326+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 6: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=6
[2025-04-12T00:15:02.732+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:15:02.732+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/saint-mary-s-cathedral
[2025-04-12T00:15:07.912+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/kabuki-springs-and-spa
[2025-04-12T00:15:12.957+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/fillmore-street
[2025-04-12T00:15:17.104+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/union-street
[2025-04-12T00:15:21.377+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/pier-23-cafe
[2025-04-12T00:15:25.476+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/balmy-alley-murals
[2025-04-12T00:15:29.689+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/16th-avenue-tiled-steps
[2025-04-12T00:15:35.161+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/fort-mason-center-for-arts-and-culture
[2025-04-12T00:15:39.512+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/sea-lion-center
[2025-04-12T00:15:43.622+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/nordstrom
[2025-04-12T00:15:48.867+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/redwood-room
[2025-04-12T00:15:53.076+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/war-memorial-opera-house
[2025-04-12T00:15:57.832+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/buena-vista-park
[2025-04-12T00:16:03.076+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/saints-peter-and-paul-church
[2025-04-12T00:16:08.937+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/pacific-heights
[2025-04-12T00:16:15.408+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 7: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=7
[2025-04-12T00:16:20.459+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:16:20.459+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/san-francisco-united-states/maritime-museum
[2025-04-12T00:16:24.710+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/san-francisco-united-states/pier-7
[2025-04-12T00:16:29.078+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/san-francisco-united-states/greenwich-steps
[2025-04-12T00:16:33.522+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/san-francisco-united-states/panhandle-at-golden-gate-park
[2025-04-12T00:16:37.854+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/san-francisco-united-states/warfield-theater
[2025-04-12T00:16:42.174+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/san-francisco-united-states/american-conservatory-theater
[2025-04-12T00:16:47.376+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/san-francisco-united-states/museum-of-the-african-diaspora
[2025-04-12T00:16:51.486+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/san-francisco-united-states/noe-valley
[2025-04-12T00:16:57.148+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/san-francisco-united-states/angel-island-immigration-station
[2025-04-12T00:17:01.611+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/san-francisco-united-states/hayes-valley
[2025-04-12T00:17:06.824+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/san-francisco-united-states/heart-of-the-city-farmers-market
[2025-04-12T00:17:11.757+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/san-francisco-united-states/sfo-aviation-museum
[2025-04-12T00:17:16.572+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/san-francisco-united-states/gump-s
[2025-04-12T00:17:22.248+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/san-francisco-united-states/candy-baron
[2025-04-12T00:17:27.708+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 8: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=8
[2025-04-12T00:17:32.267+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:17:32.267+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/san-francisco-united-states/corona-heights-park
[2025-04-12T00:17:36.738+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/san-francisco-united-states/grateful-dead-house
[2025-04-12T00:17:40.834+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/san-francisco-united-states/pioneer-monument
[2025-04-12T00:17:45.451+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/san-francisco-united-states/speakeasy-ales-and-lagers
[2025-04-12T00:17:51.535+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-national-cemetery
[2025-04-12T00:17:55.315+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/san-francisco-united-states/clarion-alley-murals
[2025-04-12T00:18:00.519+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/san-francisco-united-states/hendrik-point
[2025-04-12T00:18:04.835+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/san-francisco-united-states/don-edwards-san-francisco-bay-wildlife-refuge
[2025-04-12T00:18:10.528+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/san-francisco-united-states/women-s-building-mural
[2025-04-12T00:18:15.745+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/san-francisco-united-states/yerba-buena-center-for-the-arts-ybca
[2025-04-12T00:18:20.124+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/san-francisco-united-states/sutro-heights-park
[2025-04-12T00:18:25.815+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/san-francisco-united-states/camera-obscura
[2025-04-12T00:18:30.302+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/san-francisco-united-states/chinese-historical-society-of-america-museum
[2025-04-12T00:18:34.671+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/san-francisco-united-states/autodesk-gallery
[2025-04-12T00:18:40.074+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 9: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=9
[2025-04-12T00:18:44.605+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:18:44.605+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/national-aids-memorial-grove
[2025-04-12T00:18:49.780+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/the-national-shrine-of-saint-francis-of-assisi
[2025-04-12T00:18:53.887+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/cellarmaker-brewing-company
[2025-04-12T00:18:59.807+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/mount-davidson
[2025-04-12T00:19:06.911+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/hard-rock-cafe-san-francisco
[2025-04-12T00:19:11.255+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/potrero-hill
[2025-04-12T00:19:16.848+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/neptune-society-columbarium
[2025-04-12T00:19:23.486+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/lotta-s-fountain
[2025-04-12T00:19:28.143+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/alemany-flea-market
[2025-04-12T00:19:34.001+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/the-castro
[2025-04-12T00:19:39.589+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/vermont-street
[2025-04-12T00:19:44.217+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/anchor-brewing-company
[2025-04-12T00:19:48.803+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/henry-m-jackson-playground
[2025-04-12T00:19:53.785+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/christopher-s-books
[2025-04-12T00:20:00.200+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/masonic-temple
[2025-04-12T00:20:04.456+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 10: https://www.triphobo.com/places/san-francisco-united-states/things-to-do?page=10
[2025-04-12T00:20:10.174+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:20:10.174+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/san-francisco-united-states/beach-chalet-brewery-restaurant
[2025-04-12T00:20:19.103+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/san-francisco-united-states/the-magic-theatre
[2025-04-12T00:20:23.383+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/san-francisco-united-states/hidden-garden-steps
[2025-04-12T00:20:29.663+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/san-francisco-united-states/san-francisco-flower-mart
[2025-04-12T00:20:35.667+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/san-francisco-united-states/the-flood-building
[2025-04-12T00:20:40.777+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/san-francisco-united-states/stockton-street
[2025-04-12T00:20:53.014+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/san-francisco-united-states/crocker-galleria
[2025-04-12T00:20:57.562+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/san-francisco-united-states/maiden-lane
[2025-04-12T00:21:03.072+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/san-francisco-united-states/museo-italo-americano
[2025-04-12T00:21:07.508+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/san-francisco-united-states/pier-24-photography-museum
[2025-04-12T00:21:12.662+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/san-francisco-united-states/swedenborgian-church
[2025-04-12T00:21:22.670+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/san-francisco-united-states/sacramento-street
[2025-04-12T00:21:29.059+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/san-francisco-united-states/occidental-cigar-club
[2025-04-12T00:21:33.613+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/san-francisco-united-states/castro-theatre
[2025-04-12T00:21:37.901+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/san-francisco-united-states/uss-pampanito
[2025-04-12T00:21:44.105+0000] {things_to_do.py:79} INFO - 📍 Scraping city: Seattle United States
[2025-04-12T00:21:44.105+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 1: https://www.triphobo.com/places/seattle-united-states/things-to-do?page=1
[2025-04-12T00:21:49.440+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
